Test Name,Accuracy,Precision,Recall,F1 Score,Accuracy (Standard Deviation),Precision (Standard Deviation),Recall (Standard Deviation),F1 Score (Standard Deviation)
Co-Training: AllValenceBLR4,0.5480568720351622,0.3214556482119843,0.5880721220469913,0.4156862745030565,0.06625374217636974,0.22119674152611993,0.21494575490121504,0.21006643512051923
Co-Training: AllValenceBLR8,0.587298578196374,0.4473085670941899,0.621379673507109,0.5201675115682614,0.0695969482836389,0.24356959192874889,0.19717138094046535,0.22052022617191536
Co-Training: AllValenceBLR12,0.5937440758305095,0.5087187263059466,0.6130653266341989,0.5560389475858051,0.06837061119346396,0.25450197349424536,0.2090183530846609,0.22885576047695486
Co-Training: AllValenceRF4,0.4989573459649269,0.2831690674764335,0.4983322214676896,0.3611312545296509,0.054800286597459925,0.2043855271975163,0.1488695451860184,0.13574389874896386
Co-Training: AllValenceRF8,0.544454976302454,0.460576194088175,0.5535307517059065,0.5027932960893855,0.07042395094393222,0.13798011237846225,0.14295299304661183,0.11644764466957969
Co-Training: AllValenceRF12,0.5736492891138837,0.5174374526289516,0.58308415208707,0.5483028720769162,0.08521628370017495,0.14104385868184569,0.14343806188902292,0.1310774745910761
Co-Training: AllValenceNN4,0.5321327014247055,0.22934040939434927,0.5817307692395063,0.3289831430069981,0.07010830527850938,0.11939218036582695,0.19241209050575445,0.1462403529550338
Co-Training: AllValenceNN8,0.539336492890122,0.2911296436591779,0.5783132530112317,0.38729198183641894,0.049707140456825685,0.1465742289837693,0.18955002757864042,0.17287983351380845
Co-Training: AllValenceNN12,0.5871090047455984,0.5477634571630701,0.5946502057777777,0.5702446724614009,0.07442367334070542,0.25328575506997747,0.17181475946384542,0.2315365708905127
SemiBoost: AudioArousalBLR4,0.4750710900577726,0.19711902957618319,0.44406490181421066,0.27303754267405117,0.044323116157934564,0.4155586057084575,0.3330082004583552,0.2551625421791808
SemiBoost: AudioArousalBLR8,0.5463507108977183,0.567475360112083,0.5445616587820234,0.5557824391995153,0.07897232730767534,0.42148277484093466,0.2323915287739733,0.2808007474406194
SemiBoost: AudioArousalBLR12,0.6754502369529393,0.7247915087063108,0.6597653554037267,0.6907514450735021,0.03581980702466562,0.10893128715576146,0.05412699759735204,0.05830674126322334
SemiBoost: AudioArousalRF4,0.5184834123251535,0.5193328278943112,0.5185465556419103,0.518939393937715,0.03751954096869941,0.37213225368559966,0.10472762365540213,0.2477480822390442
SemiBoost: AudioArousalRF8,0.5304265402872614,0.5981804397179613,0.526878130219326,0.5602698384492849,0.05377750078116001,0.23046005901982475,0.12224354623331236,0.09265329166290928
SemiBoost: AudioArousalRF12,0.5467298578133587,0.45754359362948266,0.5569912321083803,0.5023933402653435,0.03127974963969684,0.14620372920759978,0.06994295698545153,0.08930607344451358
SemiBoost: AudioArousalNN4,0.572890995265541,0.6717210007644872,0.5609370053846154,0.6113506986417309,0.10724931699327338,0.2990307214484079,0.22599302719502234,0.2073106970297627
SemiBoost: AudioArousalNN8,0.6117535545111124,0.6269901440584799,0.6085356880132451,0.6176250933618701,0.08195682879417548,0.21552249558122696,0.1033770315147507,0.07155517034859622
SemiBoost: AudioArousalNN12,0.6521327014192458,0.6906747535886681,0.64132347764818,0.6650848694956298,0.04931657335273199,0.18393501670438414,0.06192324669461429,0.06275528890096616
SemiBoost: AudioValenceBLR4,0.44492890995724155,0.5007581501232022,0.4505457025958353,0.47432675045516276,0.09220882104648681,0.4969039949999533,0.2385525070647093,0.3154369090855855
SemiBoost: AudioValenceBLR8,0.49421800948529704,0.8248673237408068,0.49657690552602335,0.6199430199487179,0.10165863882900328,0.32720785340717434,0.18985311154132414,0.2252015045510437
